乔峰,年龄,三十三岁（享年）
杨逍,女儿,杨不悔
华筝,民族,蒙古族
天山童姥,门派,逍遥派
余鱼同,四嫂,骆冰
杨成协,四哥,文泰来
耶律齐,武功,空明拳等
史红石,年龄,十二三岁左右
阳顶天,中文名,阳顶天
杨不悔,第一次登场,
平阿四,登场作品,
慕容复,性别,男
王重阳,师弟,周伯通
赵敏,别名,敏敏特穆尔
李沅芷,职业,侠客
梦姑,登场作品,《天龙八部》
杨康,饰演,袁弘2008版《射雕英雄传》
马行空,别名,百胜神拳
安剑清,女婿,崔希敏
梁自进,师兄,廖自砺
卫春华,六哥,常伯志
李莫愁,配音,黄玉娟
吴六奇,所处时代,
韦双双,别名,
纪晓芙,饰演,陶虹
曲傻姑,饰演,王莎莎
鳌拜,主要成就,征朝鲜
杨过,师傅,神雕
多尔衮,逝世地,古北口外喀喇城
陆菲青,門派,屠龙帮→武当派
段天德,职业,
陆冠英,饰演,展开
段智兴,身份,高僧一灯大师
蓝凤凰,义嫂,任盈盈
渡厄,师侄,
仪琳,别名,琳儿
完颜洪烈,养子,完颜康
朱由榔,主要成就,西南抗清
梅超风,饰演,孔维2008版《射雕英雄传》
郭啸天,孙女,郭芙
杨过,中文名,杨过
段智兴,饰演,郑伊健
袁士霄,登场作品,《书剑恩仇录》
武三通,民族,白族
黄蓉,饰演,朱茵
李彧,外文名,Li Yu
刀白凤,情敌,秦红棉
多尔衮,谥号,懋德修道广业定功安民立政诚敬义皇帝（顺治七年追谥
李泰,体重,
朱丹臣,别名,笔砚生
穆人清,门派,华山派
钱永刚,国籍,中国
水笙,饰演,谢宁（89年香港无綫电视剧）
焦木和尚,性别,男
冷谦,本名,冷谦
平阿四,其他名称,癞痢头阿四
哑婆婆,性别,女
安小慧,中文名,安小慧
完颜萍,出生地,金国
吴立身,徒弟,敖彪
公孙止,武功,阴阳倒乱刃法
曲三,女儿,曲傻姑
天门道人,个性,嫉恶如仇
任盈盈,别名,收起
公孙止,性别,男
丁春秋,徒弟,阿紫等
白自在,中文名,白自在
马夫人,情夫,白世镜
风清扬,属下,桃谷六仙
孙不二,出生日期,1119年
金庸,代表作品,射雕英雄传
袁承志,出生地,
任盈盈,门派,日月神教
张翠山,义兄,谢逊
和珅,别名,和珅
陆菲青,别名,陆高止
萧峰,性别,
张三丰,民族族群,汉族
程灵素,结局,牺牲自己替他啜毒而死
南海鳄神,饰演,李彧（03版）
云中鹤,主要成就,新月派代表诗人
莫声谷,师兄,张翠山
张三丰,所处时代,南宋末年
陶红英,饰演,陈安莹（98版鹿鼎记）韩月乔（08版鹿鼎记）
完颜洪烈,别名,王爷
甘宝宝,出场章回,第四十八章
殷离,年龄,十八岁（成年后再次登场）
刀白凤,性别,
袁承志,主要成就,
陆冠英,配偶,程瑶迦
忽必烈,主要成就,首创行省制度
劳德诺,别名,萨老头
何太冲,身份,昆仑派掌门
左子穆,徒弟,龚光杰 
黄真,身份,华山派掌门
纪晓芙,别名,芙妹
扫地僧,饰演,叶夏利
赵敏,性别,女
殷野王,门派,
张三丰,出生日期,4月9日
陈家洛,民族,汉族
阿朱,居所,姑苏听香水榭
陆冠英,饰演,张鸿昌
岳灵珊,年龄,死时20岁
穆人清,徒孙,梅剑和
秦红棉,绰号,修罗刀
段智兴,登场作品,《神雕侠侣》
何红药,情敌,温仪
完颜萍,国籍,金国
小玄子,登场作品,《鹿鼎记》
阿九,别名,朱媺娖
无崖子,武功绝学,「北冥神功」
李莫愁,师父,林朝英的丫鬟
洪七公,饰演,梁家仁
林乐怡,别名,金迷称“小龙女”
袁承志,岳母,温仪
焦宛儿,恩公,袁承志
慕容博,武功,
苏荃,前夫,
符敏仪,尊主,虚竹
钱均夫,儿子,钱学森
小龙女,饰演,陈妍希
乔峰,配音,黄河（1997年香港无线电视剧）
劳德诺,中文名,劳德诺
林乐怡,外文名,
梁子翁,结局,
欧阳克,别名,小毒物
花万紫,师兄,白万剑
陆冠英,师祖,黄药师
胡青牛,饰演,罗国维
华筝,小说兄长,拖雷
范百龄,所属作品,天龙八部
杜百当,中文名,
武三娘,中文名,
白世镜,武器,破甲锥
杨莲亭,饰演,牛宝军
殷素素,门派,天鹰教
殷野王,妹夫,
徐天川,别名,八臂猿猴、徐大哥
王进宝,主要成就,平定三藩之乱
于万亭,心上人,陈家洛母亲徐氏
南兰,饰演,曹众1999版《雪山飞狐》
天鸣方丈,别名,天鸣禅师
陆菲青,师弟,张召重
耶律楚材,主要作品,《湛然居士文集》等
杨铁心,仇人,段天德
郭襄,饰演,李绮红
萧远山,性别,男
胡桂南,性别,男
郭靖,武功家数,空明拳
朱元璋,主要成就,建立明朝，推翻元朝统治休养生息，开创洪武之治
耶律洪基,年号,大安（1085年）
段智兴,弟子,慈恩（裘千仞）
胡一刀,民族,汉族
何红药,侄女,
张无忌,配音,粤语
黛绮丝,饰演,夏萍 香港邵氏电影《倚天屠龙记》
吴长风,身份,丐帮六大长老之一
全金发,老大,柯镇恶
曲傻姑,性别,
朱由检,陵墓,思陵
何沅君,登场作品,
程英,饰演,展开
拓跋宏,年号,太和（477年-499年）
武烈,解释,武功
余沧海,登场作品,《笑傲江湖》
史红石,门派,丐帮
杨铁心,旧版儿媳,秦南琴
黄蓉,配音,黄怡晴
范遥,饰演,王维德
郭芙,中文名,郭芙
段正明,主要成就,与四大恶人之首的“恶贯满盈”段延庆切磋一阳指为了请黄眉僧解救段誉而免除大理国的盐税为便于对抗鸠摩智而出家为僧
欧阳锋,别名,锋兄
史小翠,丈夫,
段正淳,饰演,潘志文
殷天正,出生日期,
阿朱,别名,朱碧双姝（与阿碧合称）
殷天正,职业,
点苍渔隐,性别,男
赵志敬,饰演,饰演
欧阳锋,宿敌,“北丐”洪七公
双儿,年龄,15（新修版）
耶律齐,饰演,詹秉熙
王进宝,官职,奋威将军
岳灵珊,父母,
完颜洪烈,饰演,鲍大志
范文程,出生日期,1597年（万历二十五年）
段正淳,饰演,展开
白自在,饰演,常枫
焦公礼,所处朝代,明朝
殷天正,别名,
钟灵,姐妹,阿朱
邓炳春,领导,苏荃
李可秀,职务,
李彧,国籍,中国
尼摩星,配音,陈欣（2006版刘亦菲主演电视剧）
凌退思,饰演,岳华1980版《连城诀》
武敦儒,大舅哥,耶律齐
周颠,中文名,
耶律洪基,年号,咸雍（1065年）
裘千尺,出场目次,31
唐文亮,中文名,唐文亮
陆菲青,小说地位,
何沅君,别名,沅君
乔峰,别名,展开
阿朱,母亲,阮星竹
凌退思,中文名,
周芷若,师姐,静玄
安小慧,青梅竹马,袁承志
常遇春,主要成就,攻破大都
欧阳锋,执念,《九阴真经》
薛慕华,门派,逍遥派
殷野王,门派,天鹰教
宋青书,内功,九阴真经
天门道人,师叔,
范百龄,爱好,下棋
金轮法王,门派,
欧阳锋,登场作品,《射雕英雄传》
欧阳克,兵器,铁扇
王元霸,民族,汉族
柯镇恶,招数,秦王鞭石
哑婆婆,女儿,仪琳
云中鹤,笔名,海谷
冯默风,其他名称,冯铁匠
长平公主,祖父,朱常洛（明光宗）
戚芳,饰演,黎美娴（1989版电视剧）
胡斐,登场作品,《雪山飞狐》《飞狐外传》
凌退思,中文名,凌退思
段誉,别名,段和誉
吴之荣,饰演,焦雄
曲傻姑,师公,
木岛主,国籍,中国
尹克西,武功,黄沙万里鞭法
劳德诺,师母,宁中则
吕通,武功,
尼摩星,身份,蒙古三杰之一
胡青牛,饰演,杜玉明
木婉清,饰演,饰演
武敦儒,年龄,
程瑶迦,登场作品,《射雕英雄传》
陆立鼎,饰演,周浩东（2006版电视剧）
林平之,登场作品,《笑傲江湖》
彭长老,帮主,北丐洪七公
陶百岁,民族,汉族
丁春秋,饰演,徐少强1994年《天龙八部之天山童姥》
戚芳,饰演,何美钿（2004版电视剧）
狄云,登场作品,
朱聪,饰演,03版于又川
木桑道长,好友,袁承志
丁敏君,师妹,
陶红英,别名,[1]
刚相,朝代,元朝
杜治芬,国籍,中国
阿青,师友,
陈友谅,逝世日期,1363年
段智兴,身份,大理宣宗皇帝
风际中,形象,绝不起眼，给人留不下什么印象
安剑清,女儿,
李泰,职业,演员
蒋四根,推荐,
耶律楚材,别名,[6]
乔峰,配音,王凯（2013年内地电视剧）
陈玄风,饰演,姚奕辰
凌退思,毒药,
阎基,畏惧之人,
灭绝师太,外文名,Abbess Miejue
陆天抒,别名,仁义陆大刀
瘦头陀,性别,男
拓跋宏,主要成就,汉化改革
天鸣方丈,中文名,天鸣
冯蘅,饰演,黄奕
花万紫,师兄,
完颜萍,中文名,完颜萍
小龙女,饰演,李通明
何铁手,性别,女
骆冰,爱慕者,余鱼同
陆乘风,儿子,陆冠英
冷谦,字号,或曰起敬道号龙阳子
朱元璋,年号,洪武
聂卫平,星座,狮子座
神照上人,登场作品,《鹿鼎记》
余鱼同,别名,金笛秀才
长平公主,父亲,朱由检（明思宗）
萧峰,仰慕者,阿紫、康敏
丁春秋,饰演,鹿峰1990年《天龙八部》
丁不四,武功,丁家擒拿手
朱子柳,师父,一灯大师
阿紫,姊妹,王语嫣
仪琳,武功,万花剑法
江南七怪,创建时间,2012年 07月
风际中,终结者,
蓝凤凰,饰演,饰演
金蛇郎君,性别,
令狐冲,配偶,
闵子叶,登场作品,《碧血剑》
欧阳锋,饰演,黑子
忽必烈,性别,男
耶律楚材,出生地,燕京
丁典,恋人,凌霜华
黛绮丝,饰演,饰演
耶律重元,中文名,耶律重元
多尔衮,本名,爱新觉罗·多尔衮
岳灵珊,年龄,出场18岁，死时20岁
林平之,师父,
王难姑,终结者,紫衫龙王黛绮丝
空见,师兄弟,空闻
丁春秋,登场作品,《天龙八部》
陆无双,中文名,陆无双
沙通天,绝技,移形换位
殷梨亭,逝世日期,1403年
陶子安,国籍,清朝
梦姑,中文名,李清露
陈友谅,民族,汉族
商宝震,登场作品,
小龙女,别名,龙儿
段智兴,别名,南僧
袁承志,出生年份,
阿青,其他名称,
陆大有,饰演,张倬闻
殷天正,出生地,中国
裘千尺,出场目次,20
多尔衮,庙号,成宗（顺治七年追封
宁中则,女儿,岳灵珊
陆天抒,性别,
田伯光,饰演,孙海英
林平之,登场作品,
夏雪宜,别名,金蛇郎君
说不得,饰演,罗君左
赵良栋,主要成就,
蓝凤凰,饰演,谈佩珊1996版《笑傲江湖》
澄观,主要作品,
俞岱岩,性别,男
仪琳,饰演,姜卓君
福康安,主要成就,平定大小金川，镇压林爽文起义，驱逐廓尔喀
徐达,官职,中书右丞相
渡难,师侄,空闻
丁典,武功,无影神拳
耶律楚材,所处时代,蒙元
花铁干,门派,
朱由检,别名,崇祯帝
觉远大师,年龄,五十岁左右（《神雕侠侣》初登场）
段延庆,配音,张济平（1997年李鸿杰版）郭政建（2013年杜玉明版）
静玄师太,国籍,
陆冠英,中文名,陆冠英
九难,父亲,崇祯皇帝
朱由检,年号,崇祯
胡斐,心上人,袁紫衣
陆无双,表姐,程英
郭襄,配音,阎萌萌
闵子华,朝代,明朝
柯镇恶,徒孙,武修文
贝锦仪,中文名,贝锦仪
黛绮丝,饰演,杨明娜 内地电视剧《倚天屠龙记》
阳顶天,别名,杨破天（连载版小说姓名）
戚长发,别名,铁索横江
武修文,师母,黄蓉
刘乘风,武功,
完颜萍,中文名,
张召重,掌门人,马真道长
查良琇,国籍,中国
李青萝,国籍,北宋
石破天,饰演,蔡宜达2014版《侠客行》
王夫人,身份,夫人
张翠山,儿子,张无忌
文泰来,总舵主,于万亭→陈家洛
扫地僧,性别,男
胡青牛,别名,蝶谷医仙
温青青,别名,温青
博尔术,别名,孛儿楚
安剑清,妻子,
吴立身,师侄,方怡
建宁公主,性别,女
穆人清,徒弟,归辛树
何沅君,性别,
欧阳锋,齐名者,王重阳
左冷禅,门派,嵩山派
杜治芬,别名,杜四娘
白自在,身份,雪山派掌门
殷素素,饰演,米雪、郭妃丽、王媛可、陈欣予
洞玄,师兄,
风际中,形象,给人留不下什么印象
殷梨亭,师侄,谷虚子
温方山,女儿,温仪
任盈盈,别名,盈盈
郭襄,别名,郭女侠
程瑶迦,出生地,宝应程府
段天德,结局,死于杨康的九阴白骨爪下
梅念笙,职业,侠客
柯镇恶,武功,伏魔杖法、降魔杖法
查良琇,国籍,
钱均夫,主要成就,国民政府浙江省教育厅厅长
段正淳,性别,男
司空玄,登场作品,天龙八部
金花婆婆,中文名,黛绮丝
林震南,身份,福威镖局总镖头
耶律燕,父亲,耶律楚材
范遥,尊敬的人,阳顶天
洪七公,饰演,杨越
王难姑,夫妻关系,又恩爱
张无忌,武功,七伤拳
杨过,兵器,君子剑
潇湘子,职业,忽必烈帐下高手
武修文,嫂子,
文泰来,八弟,杨成协
枭道人,生日,未知
静玄师太,国籍,中国
金花婆婆,饰演,饰演
林平之,籍贯,
凌霜华,中文名,凌霜华
南兰,女儿,苗若兰
霍都,民族,
阮星竹,性别,女
文泰来,九弟,
欧阳锋,齐名者,段智兴
谢烟客,年龄,五十多岁
刘一舟,别名,
陈近南,谥号,
白自在,饰演,汤镇业
张阿生,性别,男
蒋百里,注音,ㄐㄧㄤˇ ㄅㄞˇ ㄌㄧˇ
赵良栋,爵位,
李泰,语种,赣语、普通话、英语
徐达,出生日期,1332年
曲三,性别,
灭绝师太,饰演,王菁华
田伯光,门派,恒山派
喀丝丽,姐姐,
史火龙,其他名称,金银掌
苏星河,饰演,廖启智
洪安通,别名,洪教主
陆乘风,门派,桃花岛
鸠摩智,饰演,巴音
莫声谷,师侄,宋青书、谷虚子、张无忌
鹿杖客,武功,玄冥神掌
朱玫,别名,[2]
潇湘子,登场作品,《神雕侠侣》
归辛树,别名,归二爷
岳不群,女儿,岳灵珊
孙不二,民族族群,汉人
柯镇恶,别名,柯大侠
商老太,武器,喂了毒的金镖
尹克西,武器,
梅剑和,师伯,黄真
程英,师父,黄药师
殷素素,饰演,
无尘道长,十弟,章进
洪七公,修习武功,打狗棒法
阿紫,母亲,阮星竹
李明,特长,唱歌
阿碧,师父,“琴癫”康广陵
努尔哈赤,主要成就,统一女真诸部
努尔哈赤,别名,弩尔哈齐
阿朱,亲属,阿紫 段誉 王语嫣 木婉清 钟灵
胡夫人,儿子,
霍青桐,意中人,陈家洛
殷梨亭,岳父,杨逍
蒙哥,民族族群,蒙古族
梅念笙,徒弟,
觉远,朝代,南宋
狄云,别名,
邓炳春,年龄,30左右
段智兴,中文名,段智兴
贝海石,主要成就,拥立傀儡
朱由榔,性别,男
公孙绿萼,舅舅,裘千丈
苗若兰,心上人,胡斐
周芷若,饰演,收起
海大富,饰演,谷峰
谢逊,饰演,徐锦江
乔峰,饰演,展开
黄蓉,主要武功, 落英神剑掌
丁春秋,民族,汉族
杨过,别名,过儿
徐天宏,中文名,
谭婆,性别,
洪七公,别名,老叫花
王重阳,红颜,
冯锡范,别名,一剑无血
殷离,身材,
藏边五丑,师父,
徐禄,职业,军人
文泰来,岳父,骆元通
曲洋,登场作品,《笑傲江湖》
任我行,属下,东方不败
钟万仇,居住地,万劫谷
霍都,师父,金轮法王
吴之荣,别名,
全金发,所属组织,江南七怪
陈家洛,红颜,霍青桐
吴之荣,性别,男
何足道,弟子,白鹿子
徐志摩,毕业院校,杭州一中英国剑桥大学
尼摩星,外貌特点,矮且黑
卫璧,登场作品,《倚天屠龙记》
凌霜华,国籍,中国
花铁干,书中结局,天宁寺中毒而亡
谢逊,饰演,黑子
范文程,字号,号辉岳
林仲雄,中文名,林仲雄
班淑娴,中文名,班淑娴
李秋水,轻功,凌波微步
玄慈,结局,
郭靖,徒弟,武修文
温方山,大哥,
逍遥子,职业,企业家[1]
福康安,字号,字瑶林，号敬斋
易三娘,登场作品,《倚天屠龙记》
黄药师,外孙,郭破虏
和珅,官职,领班军机大臣
蒙哥,主要成就,招降吐蕃
聂卫平,主要成就,1979-83
茅十八,职业,江洋大盗
陈圆圆,逝世日期,公元1695年5月16日(乙亥年)
杜百当,中文名,杜百当
钱均夫,中文名,钱均夫
王元霸,门派,金刀门
耶律洪基,字,涅邻
仪琳,父母,哑婆婆
林平之,门派,
张康年,性别,男
闵柔,门派,玄素庄
贝锦仪,祖师,郭襄
邓百川,民族,汉族
朱玫,中文名,朱玫
李沅芷,首次出场时间,第一回古道腾驹惊白发 危峦击剑识青翎
褚万里,登场作品,《天龙八部》
天鸣方丈,门派,
云中鹤,笔名,南湖
空智,方丈,
绿竹翁,饰演,王清河1978版《笑傲江湖》
平阿四,中文名,
胡一刀,国籍,中国
无尘道长,性别,男
徐天宏,义父,
朱丹臣,别名,
风清扬,师侄,宁中则
黄蓉,配音,邢金莎
博尔术,读音,ā ér là bó ěr zhú
周绮,大师兄,
洪凌波,同门,杨过
小龙女,饰演,刘亦菲
南兰,父亲,南仁通
封万里,别名,风火神龙
殷野王,妹妹,殷素素
周芷若,别名,周师妹
公孙绿萼,舅舅,裘千仞
阿九,饰演,李菲
何红药,心上人,
丁不三,三宝,孙女丁珰、玄冰碧火酒、一身武功
郭靖,子女,
谢逊,饰演,臧金生
米横野,职位,香主
徐禄,出生日期,1930年4月
李秋水,性别,女
骆冰,三哥,赵半山
鹿杖客,师弟,鹤笔翁
岳灵珊,性别,
凌霜华,丫鬟,菊友
丁敏君,国籍,中国
闵柔,民族,汉族
徐志摩,字,
耶律齐,登场作品,《神雕侠侣》
曲灵风,武功,劈空掌、铁八卦
徐达,别名,徐魏公
岳老三,师父,段誉
九难,年龄,十五岁（碧血剑）
左冷禅,饰演,顾冠忠2000年台湾中视版《笑傲江湖》
殷梨亭,武功绝技,武当太极剑
宁中则,剑法,
胖头陀,登场作品,《鹿鼎记》
陈近南,逝世日期,1681年
胡青牛,饰演,安德尊
韩千叶,登场作品,《倚天屠龙记》
静玄师太,兵器,拂尘，剑
余鱼同,八哥,杨成协
郭靖,女婿,耶律齐
杨过,年龄,35岁（归隐年龄）
徐天宏,总舵主,于万亭→陈家洛
华赫艮,中文名,华赫艮
焦宛儿,丈夫,罗立如
周颠,所处时代,
不戒和尚,掌门人,令狐冲
梅念笙,主要成就,
小玄子,性别,男
钱永刚,妹妹,钱永真
李明,出生日期,1966年9月11日
鲁有脚,帮主,洪七公
丁敏君,国籍,
武敦儒,母亲,武三娘
南海鳄神,其他名称,岳老三
巴天石,主上,段正明
小龙女,门派,古墓派
徐天川,中文名,
公孙止,女儿,公孙绿萼
沐剑声,饰演,李家强
阿九,中文名,阿九
薛慕华,登场作品,
林平之,师父,岳不群
夏雪宜,饰演,凌云1980版《碧血剑》
空闻,性别,男
长平公主,曾祖父,朱翊钧（明神宗）
林平之,父母,林震南、王夫人
徐达,主要成就,明朝开国第一功臣
蒋英,性别,女
查良璇,中文名,查良璇
岳老三,组织,
玄寂,称号,八大神僧之一
林平之,盟友,劳德诺
殷天正,教主,张无忌
公孙绿萼,配音者,李娟
岳不群,弟子,梁发
冯默风,登场作品,《射雕英雄传》
武三通,妻子,武三娘
狄云,中文名,狄云
阿青,其他名称,牧羊女
朱聪,兵器,铁扇
朱九真,年龄,17岁（初登场）
玉真子,师兄,木桑道长
侯通海,别名,三头蛟
胖头陀,登场作品,《小宝与康熙》
血刀老祖,武功,血刀经
金蛇郎君,武器,金蛇剑
郭芙,家人,郭襄
刘一舟,隶属,
静玄师太,祖师,郭襄
扫地僧,登场作品,《天龙八部》
萧远山,别名,远山
裘千尺,饰演者,罗兰
蒋英,儿子,
宝树,中文名,李俊
张召重,师侄,
王元霸,中文名,王元霸
觉远大师,饰演,鲍方
贝海石,别名,贝先生
瘦头陀,形象,
吴六奇,民族族群,
福康安,字号,号敬斋
安剑清,妻子,安大娘
阳夫人,饰演,李依晓
戚芳,父亲,戚长发
徐天川,登场作品,
神照上人,特点,力大无穷
梁自进,职业,剑客
甘宝宝,别名,宝宝
陈家洛,别名,三官
薛慕华,师傅,苏星河
无崖子,外孙女,王语嫣
胡夫人,民族,华夏
谢烟客,修习武功,
南海鳄神,中文名,南海鳄神
张无忌,饰演,林家声（1965年香港粤语电影）
杨逍,登场回目,第十四回 当道时见中山狼
完颜洪烈,饰演,刘江
曲灵风,女儿,
白振,登场作品,《书剑恩仇录》
胡青羊,性别,女
贝海石,主要成就,联合属下，逼迫司徒横让位
常遇春,出生日期,
白振,救命恩人,陈家洛
李莫愁,久居地,终南山活死人墓
洪凌波,性别,女
林乐怡,民族,
李明,特长,驾驶
崔百泉,别名,
朱丹臣,职业,
蓝凤凰,领导,任盈盈
双儿,中文名,双儿
吕留良,民族族群,汉族
汤沛,人物设定,三才剑掌门人
玄苦,爱徒,乔峰
上官虹,性别,女
裘千丈,中文名,裘千丈
凌退思,结局,
林朝英,登场作品,《神雕侠侣》
多隆,职位,御前侍卫总管
宁中则,女婿,
宋远桥,登场作品,
全冠清,帮主,汪剑通、乔峰
吴长风,身份,
杨成协,总舵主,于万亭
沐剑声,身份,锄奸盟云南省云南省盟主
人厨子,国籍,中国
袁承志,门派,
蒙哥,出生日期,1209年1月10日
一灯大师,身份,大理宣宗皇帝
慕容复,生日,约1064年
云中鹤,笔名,诗哲
沐剑屏,师兄,
于万亭,中文名,于万亭
胡逸之,中文名,
赵良栋,主要作品,《赵忠襄奏疏存稿》
多隆,民族,满族
向问天,饰演,金楷杰2018版《新笑傲江湖》
胡一刀,中文名,胡一刀
洪凌波,国籍,大宋
张无忌,配音,陈明阳
田伯光,轻功,正睬三叠云
穆旦,祖籍,
戚芳,年龄,18
阿朱,性别,女
任盈盈,主要成就,继任日月神教教主，修好各派
劳德诺,饰演,宝木中阳（2013版）
夏雪宜,饰演,收起
陆天抒,登场作品,
陶百岁,职业,饮马川山寨寨主
赵志敬,仇人,小龙女
喀丝丽,父亲,
孟伯飞,别名,
段智兴,名号,“五绝”之南帝
朱子柳,武器,判官笔
南兰,饰演,袁嘉佩1991版《雪山飞狐》
胡逸之,心上人,陈圆圆
鲜于通,民族,
袁冠南,兵器,沉香扇
张召重,武器,凝碧剑
谢烟客,饰演,徐少强2017版《侠客行》
虚竹,中文名,
茅十八,相关事件,带韦小宝到北京
赵良栋,爵位,一等伯爵
韩宝驹,所属组织,
曲灵风,师父,
完颜洪烈,饰演,郑雷
刘一舟,中文名,
凌退思,人物性格,
萧远山,主要成就,力拼中原群雄
陶红英,生死之交,韦小宝
徐天宏,八弟,
